,genes
11167,SMU1
11168,SMUG1
11169,SMURF1
11170,SMURF2
11171,SMYD1
11172,SMYD2
11173,SMYD3
11174,SMYD4
11175,SMYD5
11176,SNAI1
11177,SNAI2
11178,SNAI3
11179,SNAP23
11180,SNAP25
11181,SNAP29
11182,SNAP47
11183,SNAP91
11184,SNAPC1
11185,SNAPC2
11186,SNAPC3
11187,SNAPC4
11188,SNAPC5
11189,SNAPIN
11190,SNCA
11191,SNCAIP
11192,SNCB
11193,SNCG
11194,SND1
11195,SNED1
11196,SNF8
11197,SNIP1
11198,SNN
11199,SNPH
11200,SNRK
11201,SNRNP200
11202,SNRNP25
11203,SNRNP27
11204,SNRNP35
11205,SNRNP40
11206,SNRNP48
11207,SNRNP70
11208,SNRPA
11209,SNRPA1
11210,SNRPB
11211,SNRPB2
11212,SNRPC
11213,SNRPD1
11214,SNRPD2
11215,SNRPD3
11216,SNRPF
11217,SNRPG
11218,SNTA1
11219,SNTB1
11220,SNTB2
11221,SNTG1
11222,SNTG2
11223,SNTN
11224,SNW1
11225,SNX1
11226,SNX10
11227,SNX11
11228,SNX12
11229,SNX13
11230,SNX14
11231,SNX15
11232,SNX16
11233,SNX17
11234,SNX18
11235,SNX19
11236,SNX2
11237,SNX20
11238,SNX21
11239,SNX22
11240,SNX24
11241,SNX25
11242,SNX27
11243,SNX29
11244,SNX3
11245,SNX30
11246,SNX31
11247,SNX32
11248,SNX33
11249,SNX4
11250,SNX5
11251,SNX6
11252,SNX7
11253,SNX8
11254,SNX9
11255,SOAT1
11256,SOAT2
11257,SOBP
11258,SOCS1
11259,SOCS2
11260,SOCS3
11261,SOCS4
11262,SOCS5
11263,SOCS6
11264,SOD1
11265,SOD2
11266,SOD3
11267,SOGA1
11268,SOHLH1
11269,SOHLH2
11270,SON
11271,SORBS1
11272,SORBS2
11273,SORBS3
11274,SORCS1
11275,SORCS2
11276,SORCS3
11277,SORL1
11278,SORT1
11279,SOS1
11280,SOS2
11281,SOST
11282,SOSTDC1
11283,SOWAHA
11284,SOWAHC
11285,SOX1
11286,SOX10
11287,SOX11
11288,SOX12
11289,SOX13
11290,SOX14
11291,SOX15
11292,SOX17
11293,SOX18
11294,SOX21
11295,SOX3
11296,SOX30
11297,SOX4
11298,SOX5
11299,SOX6
11300,SOX7
11301,SOX8
11302,SOX9
11303,SP1
11304,SP100
11305,SP110
11306,SP140
11307,SP140L
11308,SP2
11309,SP3
11310,SP4
11311,SP5
11312,SP6
11313,SP7
11314,SP8
11315,SPA17
11316,SPACA1
11317,SPACA3
11318,SPACA4
11319,SPAG1
11320,SPAG16
11321,SPAG17
11322,SPAG4
11323,SPAG6
11324,SPAG7
11325,SPAG8
11326,SPAG9
11327,SPAM1
11328,SPANXC
11329,SPARC
11330,SPARCL1
11331,SPAST
11332,SPATA12
11333,SPATA13
11334,SPATA16
11335,SPATA17
11336,SPATA18
11337,SPATA19
11338,SPATA2
11339,SPATA20
11340,SPATA21
11341,SPATA24
11342,SPATA25
11343,SPATA2L
11344,SPATA3
11345,SPATA4
11346,SPATA5
11347,SPATA5L1
11348,SPATA6
11349,SPATA7
11350,SPATA8
11351,SPATA9
11352,SPATC1
11353,SPATS2
11354,SPATS2L
11355,SPC24
11356,SPC25
11357,SPCS1
11358,SPCS2
11359,SPCS3
11360,SPDEF
11361,SPDYA
11362,SPEF1
11363,SPEF2
11364,SPEG
11365,SPEN
11366,SPG11
11367,SPG21
11368,SPG7
11369,SPHK1
11370,SPHK2
11371,SPHKAP
11372,SPI1
11373,SPIC
11374,SPICE1
11375,SPIN1
11376,SPIN3
11377,SPINK1
11378,SPINK13
11379,SPINK2
11380,SPINK4
11381,SPINK5
11382,SPINK6
11383,SPINK7
11384,SPINT1
11385,SPINT2
11386,SPINT3
11387,SPIRE1
11388,SPIRE2
11389,SPNS2
11390,SPNS3
11391,SPO11
11392,SPOCD1
11393,SPOCK1
11394,SPOCK2
11395,SPOCK3
11396,SPON2
11397,SPOP
11398,SPOPL
11399,SPP1
11400,SPP2
11401,SPPL2A
11402,SPPL2C
11403,SPPL3
11404,SPR
11405,SPRED1
11406,SPRED2
11407,SPRN
11408,SPRR1A
11409,SPRR1B
11410,SPRR2G
11411,SPRR3
11412,SPRR4
11413,SPRY1
11414,SPRY2
11415,SPRY3
11416,SPRY4
11417,SPRYD3
11418,SPRYD4
11419,SPRYD7
11420,SPSB1
11421,SPSB2
11422,SPSB3
11423,SPSB4
11424,SPTA1
11425,SPTAN1
11426,SPTB
11427,SPTBN1
11428,SPTBN2
11429,SPTBN4
11430,SPTBN5
11431,SPTLC1
11432,SPTLC2
11433,SPTLC3
11434,SPTSSB
11435,SPTY2D1
11436,SPZ1
11437,SQLE
11438,SQSTM1
11439,SRA1
11440,SRBD1
11441,SRC
11442,SRCAP
11443,SRD5A1
11444,SRD5A3
11445,SREBF1
11446,SREBF2
11447,SREK1
11448,SREK1IP1
11449,SRF
11450,SRFBP1
11451,SRGAP1
11452,SRGAP3
11453,SRGN
11454,SRI
11455,SRL
11456,SRM
11457,SRMS
11458,SRP14
11459,SRP19
11460,SRP54
11461,SRP68
11462,SRP72
11463,SRPK1
11464,SRPK2
11465,SRPK3
11466,SRPRB
11467,SRPX
11468,SRPX2
11469,SRR
11470,SRRD
11471,SRRM1
11472,SRRM2
11473,SRRM3
11474,SRRM4
11475,SRRT
11476,SRSF1
11477,SRSF10
11478,SRSF11
11479,SRSF12
11480,SRSF2
11481,SRSF4
11482,SRSF5
11483,SRSF6
11484,SRSF7
11485,SRSF9
11486,SRY
11487,SS18
11488,SS18L1
11489,SS18L2
11490,SSB
11491,SSBP1
11492,SSBP2
11493,SSBP3
11494,SSBP4
11495,SSC5D
11496,SSH1
11497,SSH2
11498,SSH3
11499,SSNA1
11500,SSPN
11501,SSR1
11502,SSR2
11503,SSR3
11504,SSR4
11505,SSRP1
11506,SST
11507,SSTR1
11508,SSTR5
11509,SSU72
11510,SSX2IP
11511,SSX3
11512,ST14
11513,ST18
11514,ST3GAL1
11515,ST3GAL2
11516,ST3GAL4
11517,ST3GAL5
11518,ST3GAL6
11519,ST6GAL1
11520,ST6GAL2
11521,ST6GALNAC1
11522,ST6GALNAC2
11523,ST6GALNAC3
11524,ST6GALNAC4
11525,ST6GALNAC5
11526,ST6GALNAC6
11527,ST7
11528,ST7L
11529,ST8SIA2
11530,ST8SIA3
11531,ST8SIA4
11532,ST8SIA5
11533,STAB1
11534,STAB2
11535,STAC
11536,STAC2
11537,STAC3
11538,STAG1
11539,STAG2
11540,STAG3
11541,STAM
11542,STAM2
11543,STAMBP
11544,STAMBPL1
11545,STAP1
11546,STAR
11547,STARD10
11548,STARD13
11549,STARD3
11550,STARD3NL
11551,STARD4
11552,STARD5
11553,STARD6
11554,STARD7
11555,STARD8
11556,STARD9
11557,STAT1
11558,STAT2
11559,STAT3
11560,STAT4
11561,STAT5A
11562,STAT5B
11563,STAT6
11564,STATH
11565,STAU1
11566,STAU2
11567,STC1
11568,STC2
11569,STEAP1
11570,STEAP2
11571,STEAP3
11572,STEAP4
11573,STIL
11574,STIM1
11575,STIM2
11576,STIP1
11577,STK10
11578,STK11
11579,STK11IP
11580,STK16
11581,STK17A
11582,STK17B
11583,STK19
11584,STK24
11585,STK25
11586,STK3
11587,STK31
11588,STK32A
11589,STK32B
11590,STK32C
11591,STK33
11592,STK35
11593,STK36
11594,STK38
11595,STK38L
11596,STK39
11597,STK4
11598,STK40
11599,STMN1
11600,STMN2
11601,STMN3
11602,STOM
11603,STOML1
11604,STOML2
11605,STOML3
11606,STON2
11607,STOX1
11608,STOX2
11609,STRA6
11610,STRADB
11611,STRAP
11612,STRBP
11613,STRN
11614,STRN3
11615,STRN4
11616,STS
11617,STT3A
11618,STT3B
11619,STX10
11620,STX11
11621,STX12
11622,STX17
11623,STX18
11624,STX19
11625,STX1A
11626,STX1B
11627,STX2
11628,STX3
11629,STX4
11630,STX5
11631,STX6
11632,STX7
11633,STX8
11634,STXBP1
11635,STXBP2
11636,STXBP3
11637,STXBP4
11638,STXBP5
11639,STXBP5L
11640,STXBP6
11641,STYK1
11642,STYX
11643,STYXL1
11644,SUB1
11645,SUCLA2
11646,SUCLG1
11647,SUCLG2
11648,SUCNR1
11649,SUDS3
11650,SUFU
11651,SUGP1
11652,SUGP2
11653,SUGT1
11654,SULF1
11655,SULF2
11656,SULT1B1
11657,SULT1C4
11658,SULT1E1
11659,SULT2A1
11660,SULT2B1
11661,SULT4A1
11662,SUMF1
11663,SUMF2
11664,SUMO1
11665,SUMO3
11666,SUN1
11667,SUN2
11668,SUN3
11669,SUN5
11670,SUOX
11671,SUPT16H
11672,SUPT3H
11673,SUPT4H1
11674,SUPT5H
11675,SUPT6H
11676,SUPT7L
11677,SUPV3L1
11678,SURF1
11679,SURF2
11680,SURF4
11681,SURF6
11682,SUSD1
11683,SUSD2
11684,SUSD3
11685,SUSD4
11686,SUSD5
11687,SUV39H1
11688,SUV39H2
11689,SUZ12
11690,SV2A
11691,SV2B
11692,SV2C
11693,SVEP1
11694,SVIL
11695,SVIP
11696,SVOP
11697,SVOPL
11698,SWAP70
11699,SWI5
11700,SWSAP1
11701,SWT1
11702,SYAP1
11703,SYBU
11704,SYCE1L
11705,SYCE2
11706,SYCE3
11707,SYCN
11708,SYCP1
11709,SYCP2
11710,SYCP2L
11711,SYCP3
11712,SYDE1
11713,SYDE2
11714,SYF2
11715,SYK
11716,SYMPK
11717,SYN1
11718,SYN3
11719,SYNC
11720,SYNCRIP
11721,SYNDIG1
11722,SYNDIG1L
11723,SYNE1
11724,SYNE2
11725,SYNGAP1
11726,SYNGR1
11727,SYNGR2
11728,SYNGR3
11729,SYNGR4
11730,SYNJ1
11731,SYNJ2
11732,SYNM
11733,SYNPO
11734,SYNPO2
11735,SYNPO2L
11736,SYNPR
11737,SYP
11738,SYPL1
11739,SYPL2
11740,SYT1
11741,SYT11
11742,SYT12
11743,SYT13
11744,SYT14
11745,SYT15
11746,SYT16
11747,SYT17
11748,SYT2
11749,SYT4
11750,SYT5
11751,SYT6
11752,SYT7
11753,SYT8
11754,SYT9
11755,SYTL1
11756,SYTL2
11757,SYTL3
11758,SYTL4
11759,SYVN1
11760,SZT2
11761,TAAR1
11762,TAAR2
11763,TAAR5
11764,TAAR8
11765,TAB1
11766,TAB2
11767,TAB3
11768,TAC1
11769,TAC3
11770,TAC4
11771,TACC1
11772,TACC2
11773,TACC3
11774,TACO1
11775,TACR1
11776,TACR2
11777,TACR3
11778,TACSTD2
11779,TADA1
11780,TADA2B
11781,TADA3
11782,TAF1
11783,TAF10
11784,TAF11
11785,TAF12
11786,TAF13
11787,TAF1A
11788,TAF1B
11789,TAF1C
11790,TAF1D
11791,TAF2
11792,TAF3
11793,TAF4
11794,TAF4B
11795,TAF5
11796,TAF5L
11797,TAF6
11798,TAF6L
11799,TAF7
11800,TAF7L
11801,TAF8
11802,TAF9B
11803,TAGAP
11804,TAGLN
11805,TAGLN2
11806,TAGLN3
11807,TAL1
11808,TAL2
11809,TALDO1
11810,TAMM41
11811,TANC1
11812,TANC2
11813,TANK
11814,TAOK1
11815,TAOK2
11816,TAOK3
11817,TAP1
11818,TAPBP
11819,TAPBPL
11820,TAPT1
11821,TARBP1
11822,TARBP2
11823,TARDBP
11824,TARS2
11825,TAS1R1
11826,TAS1R2
11827,TAS2R1
11828,TAS2R16
11829,TAS2R38
11830,TAS2R39
11831,TAS2R40
11832,TAS2R5
11833,TAS2R7
11834,TAS2R8
11835,TAS2R9
11836,TASP1
11837,TAT
11838,TATDN1
11839,TATDN2
11840,TATDN3
11841,TAX1BP1
11842,TAX1BP3
11843,TAZ
11844,TBC1D1
11845,TBC1D10B
11846,TBC1D10C
11847,TBC1D12
11848,TBC1D13
11849,TBC1D14
11850,TBC1D15
11851,TBC1D16
11852,TBC1D17
11853,TBC1D19
11854,TBC1D2
11855,TBC1D20
11856,TBC1D21
11857,TBC1D22A
11858,TBC1D22B
11859,TBC1D23
11860,TBC1D25
11861,TBC1D2B
11862,TBC1D30
11863,TBC1D4
11864,TBC1D5
11865,TBC1D7
11866,TBC1D8
11867,TBC1D8B
11868,TBC1D9
11869,TBC1D9B
11870,TBCA
11871,TBCB
11872,TBCC
11873,TBCCD1
11874,TBCD
11875,TBCEL
11876,TBCK
11877,TBK1
11878,TBKBP1
11879,TBL1X
11880,TBL1XR1
11881,TBL1Y
11882,TBL2
11883,TBL3
11884,TBP
11885,TBPL1
11886,TBR1
11887,TBRG1
11888,TBRG4
11889,TBX10
11890,TBX15
11891,TBX18
11892,TBX19
11893,TBX2
11894,TBX20
11895,TBX21
11896,TBX22
11897,TBX3
11898,TBX4
11899,TBX5
11900,TBX6
11901,TBXA2R
11902,TC2N
11903,TCAP
11904,TCEA1
11905,TCEA2
11906,TCEA3
11907,TCEAL2
11908,TCEAL3
11909,TCEAL4
11910,TCEAL7
11911,TCEAL8
11912,TCEANC
11913,TCEANC2
11914,TCERG1
11915,TCERG1L
11916,TCF12
11917,TCF15
11918,TCF19
11919,TCF20
11920,TCF21
11921,TCF25
11922,TCF3
11923,TCF4
11924,TCF7
11925,TCF7L1
11926,TCF7L2
11927,TCFL5
11928,TCHH
11929,TCHP
11930,TCIRG1
11931,TCL1A
11932,TCN1
11933,TCOF1
11934,TCP1
11935,TCP10L
11936,TCP11
11937,TCP11L1
11938,TCP11L2
11939,TCTA
11940,TCTE1
11941,TCTE3
11942,TCTEX1D1
11943,TCTN1
11944,TCTN2
11945,TCTN3
11946,TDG
11947,TDO2
11948,TDP1
11949,TDP2
11950,TDRD1
11951,TDRD10
11952,TDRD12
11953,TDRD3
11954,TDRD6
11955,TDRD7
11956,TDRD9
11957,TDRKH
11958,TEAD1
11959,TEAD2
11960,TEAD3
11961,TEAD4
11962,TEC
11963,TECPR1
11964,TECPR2
11965,TECRL
11966,TECTA
11967,TECTB
11968,TEDDM1
11969,TEF
11970,TEFM
11971,TEK
11972,TEKT1
11973,TEKT2
11974,TEKT3
11975,TEKT5
11976,TELO2
11977,TEP1
11978,TERF1
11979,TERF2
11980,TERF2IP
11981,TERT
11982,TES
11983,TESC
11984,TESK1
11985,TESK2
11986,TET1
11987,TET2
11988,TET3
11989,TEX10
11990,TEX101
11991,TEX11
11992,TEX13B
11993,TEX14
11994,TEX15
11995,TEX19
11996,TEX2
11997,TEX26
11998,TEX264
11999,TEX29
12000,TEX30
12001,TEX33
12002,TEX9
12003,TF
12004,TFAM
12005,TFAP2A
12006,TFAP2B
12007,TFAP2C
12008,TFAP2D
12009,TFAP2E
12010,TFAP4
12011,TFB1M
12012,TFB2M
12013,TFCP2
12014,TFCP2L1
12015,TFDP1
12016,TFDP2
12017,TFDP3
12018,TFE3
12019,TFEB
12020,TFEC
12021,TFF1
12022,TFF2
12023,TFF3
12024,TFG
12025,TFIP11
12026,TFPI
12027,TFPI2
12028,TFPT
12029,TFR2
12030,TFRC
12031,TG
12032,TGDS
12033,TGFA
12034,TGFB1
12035,TGFB1I1
12036,TGFB3
12037,TGFBI
12038,TGFBR1
12039,TGFBR2
12040,TGFBR3
12041,TGFBRAP1
12042,TGIF1
12043,TGM1
12044,TGM2
12045,TGM3
12046,TGM4
12047,TGM5
12048,TGM6
12049,TGM7
12050,TGOLN2
12051,TGS1
12052,TH
12053,THADA
12054,THAP1
12055,THAP10
12056,THAP11
12057,THAP3
12058,THAP4
12059,THAP6
12060,THAP7
12061,THAP8
12062,THAP9
12063,THBD
12064,THBS1
12065,THBS2
12066,THBS3
12067,THBS4
12068,THEG
12069,THEM4
12070,THEM5
12071,THG1L
12072,THNSL1
12073,THNSL2
12074,THOC1
12075,THOC2
12076,THOC5
12077,THOC6
12078,THOC7
12079,THOP1
12080,THPO
12081,THRA
12082,THRAP3
12083,THRB
12084,THRSP
12085,THSD4
12086,THSD7A
12087,THSD7B
12088,THUMPD1
12089,THUMPD2
12090,THUMPD3
12091,THY1
12092,THYN1
12093,TIAL1
12094,TIAM1
12095,TIAM2
12096,TICAM1
12097,TIE1
12098,TIFA
12099,TIFAB
12100,TIGD1
12101,TIGD2
12102,TIGD3
12103,TIGD4
12104,TIGD6
12105,TIGD7
12106,TIGIT
12107,TIMD4
12108,TIMELESS
12109,TIMM10
12110,TIMM13
12111,TIMM17A
12112,TIMM21
12113,TIMM22
12114,TIMM44
12115,TIMM50
12116,TIMM8A
12117,TIMM8B
12118,TIMM9
12119,TIMMDC1
12120,TIMP1
12121,TIMP2
12122,TIMP3
12123,TIMP4
12124,TINAG
12125,TINAGL1
12126,TINF2
12127,TIPARP
12128,TIPIN
12129,TIPRL
12130,TIRAP
12131,TJAP1
12132,TJP1
12133,TJP2
12134,TJP3
12135,TK1
12136,TKT
12137,TKTL1
12138,TKTL2
12139,TLCD1
12140,TLE1
12141,TLE2
12142,TLE3
12143,TLE4
12144,TLE6
12145,TLK1
12146,TLK2
12147,TLL1
12148,TLL2
12149,TLN1
12150,TLN2
12151,TLR1
12152,TLR10
12153,TLR2
12154,TLR3
12155,TLR4
12156,TLR5
12157,TLR7
12158,TLR8
12159,TLX1
12160,TLX2
12161,TLX3
12162,TM2D1
12163,TM2D2
12164,TM2D3
12165,TM4SF1
12166,TM4SF18
12167,TM4SF20
12168,TM4SF4
12169,TM4SF5
12170,TM6SF1
12171,TM6SF2
12172,TM7SF2
12173,TM7SF3
12174,TM9SF2
12175,TM9SF3
12176,TM9SF4
12177,TMA16
12178,TMBIM1
12179,TMBIM6
12180,TMC1
12181,TMC2
12182,TMC4
12183,TMC5
12184,TMC6
12185,TMC7
12186,TMC8
12187,TMCC1
12188,TMCC2
12189,TMCC3
12190,TMCO1
12191,TMCO2
12192,TMCO3
12193,TMCO4
12194,TMCO5A
12195,TMCO6
12196,TMED1
12197,TMED10
12198,TMED2
12199,TMED3
12200,TMED4
12201,TMED5
12202,TMED8
12203,TMED9
12204,TMEFF2
12205,TMEM100
12206,TMEM101
12207,TMEM104
12208,TMEM106A
12209,TMEM106B
12210,TMEM106C
12211,TMEM107
12212,TMEM108
12213,TMEM109
12214,TMEM11
12215,TMEM114
12216,TMEM115
12217,TMEM116
12218,TMEM117
12219,TMEM119
12220,TMEM120B
12221,TMEM121
12222,TMEM123
12223,TMEM125
12224,TMEM126A
12225,TMEM126B
12226,TMEM127
12227,TMEM128
12228,TMEM129
12229,TMEM130
12230,TMEM131
12231,TMEM132A
12232,TMEM132B
12233,TMEM132C
12234,TMEM132D
12235,TMEM132E
12236,TMEM134
12237,TMEM135
12238,TMEM138
12239,TMEM139
12240,TMEM140
12241,TMEM141
12242,TMEM143
12243,TMEM144
12244,TMEM145
12245,TMEM147
12246,TMEM14A
12247,TMEM14C
12248,TMEM150A
12249,TMEM150B
12250,TMEM150C
12251,TMEM151A
12252,TMEM151B
12253,TMEM154
12254,TMEM156
12255,TMEM158
12256,TMEM159
12257,TMEM160
12258,TMEM161A
12259,TMEM161B
12260,TMEM163
12261,TMEM164
12262,TMEM165
12263,TMEM167A
12264,TMEM167B
12265,TMEM168
12266,TMEM169
12267,TMEM17
12268,TMEM170B
12269,TMEM171
12270,TMEM174
12271,TMEM175
12272,TMEM176A
12273,TMEM176B
12274,TMEM177
12275,TMEM179B
12276,TMEM18
12277,TMEM181
12278,TMEM182
12279,TMEM184A
12280,TMEM184B
12281,TMEM184C
12282,TMEM185B
12283,TMEM186
12284,TMEM187
12285,TMEM19
12286,TMEM190
12287,TMEM192
12288,TMEM198
12289,TMEM200A
12290,TMEM200C
12291,TMEM201
12292,TMEM203
12293,TMEM204
12294,TMEM205
12295,TMEM207
12296,TMEM208
12297,TMEM209
12298,TMEM213
12299,TMEM214
12300,TMEM216
12301,TMEM217
12302,TMEM218
12303,TMEM219
12304,TMEM220
12305,TMEM222
12306,TMEM223
12307,TMEM225
12308,TMEM229B
12309,TMEM232
12310,TMEM234
12311,TMEM235
12312,TMEM237
12313,TMEM241
12314,TMEM242
12315,TMEM25
12316,TMEM26
12317,TMEM30A
12318,TMEM30B
12319,TMEM31
12320,TMEM33
12321,TMEM37
12322,TMEM38A
12323,TMEM38B
12324,TMEM39A
12325,TMEM39B
12326,TMEM40
12327,TMEM41A
12328,TMEM41B
12329,TMEM43
12330,TMEM44
12331,TMEM45A
12332,TMEM45B
12333,TMEM47
12334,TMEM50A
12335,TMEM50B
12336,TMEM51
12337,TMEM52
12338,TMEM53
12339,TMEM54
12340,TMEM59
12341,TMEM59L
12342,TMEM60
12343,TMEM62
12344,TMEM63A
12345,TMEM63B
12346,TMEM63C
12347,TMEM64
12348,TMEM65
12349,TMEM67
12350,TMEM68
12351,TMEM69
12352,TMEM70
12353,TMEM72
12354,TMEM74
12355,TMEM74B
12356,TMEM79
12357,TMEM86A
12358,TMEM86B
12359,TMEM87A
12360,TMEM87B
12361,TMEM88
12362,TMEM8B
12363,TMEM9
12364,TMEM92
12365,TMEM95
12366,TMEM97
12367,TMEM98
12368,TMEM99
12369,TMEM9B
12370,TMF1
12371,TMIE
12372,TMIGD2
12373,TMLHE
12374,TMOD1
12375,TMOD2
12376,TMOD3
12377,TMPO
12378,TMPRSS11B
12379,TMPRSS11D
12380,TMPRSS11E
12381,TMPRSS12
12382,TMPRSS13
12383,TMPRSS15
12384,TMPRSS2
12385,TMPRSS3
12386,TMPRSS4
12387,TMPRSS5
12388,TMPRSS6
12389,TMSB10
12390,TMSB15B
12391,TMSB4Y
12392,TMTC1
12393,TMTC2
12394,TMTC3
12395,TMTC4
12396,TMUB1
12397,TMUB2
12398,TMX1
12399,TMX3
12400,TMX4
12401,TNC
12402,TNFAIP1
12403,TNFAIP2
12404,TNFAIP3
12405,TNFAIP6
12406,TNFAIP8
12407,TNFAIP8L1
12408,TNFAIP8L2
12409,TNFRSF10A
12410,TNFRSF10B
12411,TNFRSF10C
12412,TNFRSF10D
12413,TNFRSF11A
12414,TNFRSF11B
12415,TNFRSF12A
12416,TNFRSF13B
12417,TNFRSF13C
12418,TNFRSF14
12419,TNFRSF17
12420,TNFRSF18
12421,TNFRSF19
12422,TNFRSF1A
12423,TNFRSF1B
12424,TNFRSF21
12425,TNFRSF4
12426,TNFRSF8
12427,TNFRSF9
12428,TNFSF10
12429,TNFSF11
12430,TNFSF13B
12431,TNFSF14
12432,TNFSF15
12433,TNFSF18
12434,TNFSF4
12435,TNFSF8
12436,TNFSF9
12437,TNIK
12438,TNIP1
12439,TNIP2
12440,TNIP3
12441,TNK1
12442,TNK2
12443,TNKS
12444,TNKS1BP1
12445,TNKS2
12446,TNMD
12447,TNN
12448,TNNC1
12449,TNNC2
12450,TNNI1
12451,TNNI2
12452,TNNI3
12453,TNNI3K
12454,TNNT1
12455,TNNT2
12456,TNNT3
12457,TNP1
12458,TNP2
12459,TNPO1
12460,TNPO2
12461,TNPO3
12462,TNR
12463,TNRC6A
12464,TNRC6B
12465,TNRC6C
12466,TNS1
12467,TNS3
12468,TNS4
12469,TOB1
12470,TOB2
12471,TOE1
12472,TOLLIP
12473,TOM1
12474,TOM1L1
12475,TOM1L2
12476,TOMM20
12477,TOMM22
12478,TOMM34
12479,TOMM40
12480,TOMM40L
12481,TONSL
12482,TOP1
12483,TOP1MT
12484,TOP2A
12485,TOP2B
12486,TOP3A
12487,TOP3B
12488,TOPBP1
12489,TOPORS
12490,TOR1A
12491,TOR1AIP1
12492,TOR1AIP2
12493,TOR1B
12494,TOR2A
12495,TOR3A
12496,TOX
12497,TOX3
12498,TOX4
12499,TP53
12500,TP53AIP1
12501,TP53BP1
12502,TP53BP2
12503,TP53I11
12504,TP53I3
12505,TP53INP1
12506,TP53INP2
12507,TP53RK
12508,TP53TG5
12509,TP63
12510,TP73
12511,TPBG
12512,TPCN1
12513,TPCN2
12514,TPD52
12515,TPD52L1
12516,TPD52L3
12517,TPGS1
12518,TPGS2
12519,TPH2
12520,TPI1
12521,TPK1
12522,TPM2
12523,TPM3
12524,TPMT
12525,TPO
12526,TPP1
12527,TPP2
12528,TPPP
12529,TPPP2
12530,TPPP3
12531,TPR
12532,TPRA1
12533,TPRG1
12534,TPRG1L
12535,TPRKB
12536,TPRN
12537,TPSD1
12538,TPSG1
12539,TPST1
12540,TPST2
12541,TPX2
12542,TRA2A
12543,TRA2B
12544,TRABD
12545,TRADD
12546,TRAF1
12547,TRAF2
12548,TRAF3
12549,TRAF3IP1
12550,TRAF3IP2
12551,TRAF3IP3
12552,TRAF4
12553,TRAF5
12554,TRAF6
12555,TRAF7
12556,TRAFD1
12557,TRAIP
12558,TRAK1
12559,TRAK2
12560,TRAM1
12561,TRAM1L1
12562,TRAM2
12563,TRANK1
12564,TRAP1
12565,TRAPPC1
12566,TRAPPC10
12567,TRAPPC11
12568,TRAPPC12
12569,TRAPPC2L
12570,TRAPPC3
12571,TRAPPC4
12572,TRAPPC5
12573,TRAPPC6B
12574,TRAPPC8
12575,TRAPPC9
12576,TRAT1
12577,TRDMT1
12578,TRDN
12579,TREH
12580,TREM1
12581,TREM2
12582,TREML1
12583,TREML2
12584,TREML4
12585,TRERF1
12586,TREX1
12587,TREX2
12588,TRH
12589,TRHDE
12590,TRHR
12591,TRIAP1
12592,TRIB1
12593,TRIB2
12594,TRIB3
12595,TRIM11
12596,TRIM13
12597,TRIM14
12598,TRIM17
12599,TRIM2
12600,TRIM21
12601,TRIM22
12602,TRIM23
12603,TRIM24
12604,TRIM25
12605,TRIM27
12606,TRIM28
12607,TRIM29
12608,TRIM3
12609,TRIM32
12610,TRIM33
12611,TRIM35
12612,TRIM36
12613,TRIM37
12614,TRIM38
12615,TRIM4
12616,TRIM41
12617,TRIM42
12618,TRIM44
12619,TRIM45
12620,TRIM46
12621,TRIM47
12622,TRIM48
12623,TRIM5
12624,TRIM50
12625,TRIM52
12626,TRIM55
12627,TRIM56
12628,TRIM61
12629,TRIM62
12630,TRIM63
12631,TRIM65
12632,TRIM66
12633,TRIM68
12634,TRIM69
12635,TRIM7
12636,TRIM72
12637,TRIM8
12638,TRIM9
12639,TRIML1
12640,TRIML2
12641,TRIO
12642,TRIOBP
12643,TRIP11
12644,TRIP12
12645,TRIP13
12646,TRIP4
12647,TRIP6
12648,TRIT1
12649,TRMT1
12650,TRMT112
12651,TRMT12
12652,TRMT1L
12653,TRMT2A
12654,TRMT2B
12655,TRMT5
12656,TRMT6
12657,TRMT61A
12658,TRMT61B
12659,TRMU
12660,TRNAU1AP
12661,TRNP1
12662,TRNT1
12663,TRO
12664,TROAP
12665,TRPA1
12666,TRPC1
12667,TRPC3
12668,TRPC4
12669,TRPC4AP
12670,TRPC5
12671,TRPC6
12672,TRPC7
12673,TRPM1
12674,TRPM2
12675,TRPM3
12676,TRPM4
12677,TRPM5
12678,TRPM6
12679,TRPM7
12680,TRPM8
12681,TRPS1
12682,TRPT1
12683,TRPV2
12684,TRPV3
12685,TRPV4
12686,TRPV5
12687,TRPV6
12688,TRRAP
12689,TRUB1
12690,TRUB2
12691,TSC1
12692,TSC2
12693,TSC22D1
12694,TSC22D2
12695,TSC22D3
12696,TSC22D4
12697,TSEN15
12698,TSEN2
12699,TSEN34
12700,TSEN54
12701,TSG101
12702,TSGA10
12703,TSGA13
12704,TSHB
12705,TSHR
12706,TSHZ1
12707,TSHZ2
12708,TSHZ3
12709,TSKS
12710,TSKU
12711,TSLP
12712,TSN
12713,TSNARE1
12714,TSNAX
12715,TSNAXIP1
12716,TSPAN1
12717,TSPAN11
12718,TSPAN12
12719,TSPAN13
12720,TSPAN14
12721,TSPAN15
12722,TSPAN16
12723,TSPAN17
12724,TSPAN18
12725,TSPAN2
12726,TSPAN3
12727,TSPAN31
12728,TSPAN32
12729,TSPAN33
12730,TSPAN4
12731,TSPAN5
12732,TSPAN6
12733,TSPAN7
12734,TSPAN8
12735,TSPAN9
12736,TSPEAR
